blockNumber,transactionHash,orderHash,maker,taker,makerAssetId,takerAssetId,makerAmountFilled,takerAmountFilled,fee,direction,price
65901365,fe73812b53cbe25b381aaa9a11b6bda5620cd7e61ef730fb95f51e1f1731f4b6,a91390b74e6732400c5391bdeb5e81c449d843923709900e40654778af84d471,0xf54159ffa1b1c17117fa5c440f74671521eb74f7,0xdd76a592c12edc89112695cf5970c74e5b572930,0,50029558763292490004907035090369845036388910577919998659622549622859634207886,0.063366,12.6732,0,sell,0.005000000000000001
65901365,d36927f794b6741ad3d042020f128e7b4bdb120e8134af45fb6cfd1bfce1dba2,e028714dca7e38e3e626acd8e34543c1fa6b33b23832ca5f74733e4ae2461839,0xa40d51396185d72e7505402357b929c4f6f3ea7a,0x811b36f49284ee990f34893342c5f5d237d2504c,91187039365329005211165725984783762943673232863186175327958364347484511288345,0,8.097559,6.639998,0,buy,0.8199999530722777
65901365,655ba75f17eb10e3be52f526ad2eaccfb282ac882bd47fcbdc57502f4767a98b,992d76508e427f27fa6a76b84fe6f09cc527cc4e4c7cc58f80af2e4861d816da,0x8feb9654bcf794fb0bca77899088695410193212,0xaca2498f84ed7cc158b6c32a240ec7ff885d8108,0,83636555553386407709985378345033768254571331995464578290821256603975794244871,3.907419,9.529996,0,sell,0.4100126589769817
65901365,a6a7eafba44c6adff0050791f78eb84b7ab6799f9eba26ad1c561d1eb6d0edc0,a40aa35067da96cd4008494354d19888149896c907e73320825b2f0be9e2ab5b,0x07e78f5f58f8fa839f298cfe3fefd258883aa343,0xdd54f330dcae0d33796b21c7c36506cb671959ca,0,102005393153954001616156555364526298244258903553193640605945603006929523666032,0.497965,71.137857,0,sell,0.007000000014057213
65901365,490f75f6c9828c250896fdb51f871019cae03a9d16e8e2f3412b3b159ad705b2,92b462145f2a6522fdb7136a51f1942274a1f0b31fcbf9d7e257c75f6955aaf5,0x48e74b759a694d156eaf7c7e542094e0585d4641,0x8dc945d22f427ea4829cd2f2ee23a271a4b91ba4,0,45714870634090908403813747458214625542376052548606303175331201110938821302832,93.696,96.0,0,sell,0.976
65901365,67b4fed97566360894f29f419755c3e6937afab922d969e20f0d89dc0c498a17,92b462145f2a6522fdb7136a51f1942274a1f0b31fcbf9d7e257c75f6955aaf5,0x48e74b759a694d156eaf7c7e542094e0585d4641,0xc89db0cdaea9f5bcad91fcbbbc64fa1200f150d0,0,45714870634090908403813747458214625542376052548606303175331201110938821302832,15.04992,15.42,0,sell,0.976
65901365,b632f223ef7cce981b2044c2f52a9f34996cdb829b4d2e849c28a9a085657ab7,d705d679c5a355198535cc1b89095842cd2203289f9882511a2aff9314a5b1b7,0x55b4af6a1cff148a307cad8ad098206a028e80ea,0x13db8552cabe8c895a5cd34f1c40df2e90ede3c1,0,40946145547892120835388934032378411687415301148304670567000395360529369472824,0.16,10.0,0,sell,0.016
65901365,585cf3ffecee0809351f5e7c5d4d525ae6f350b491429ec027570cda00aadcc5,8e430a2c2b194f9d791deeb62887d6fcf347dfbfae3d6693b16ebcd716c7923d,0xf54159ffa1b1c17117fa5c440f74671521eb74f7,0x4ad4e4cda03535ff4a38e9eff5723f601cd31b0b,20043121189468219599437255198027106640631597812114545269112896531495574826378,0,56.34,0.39438,0,buy,0.007
65901365,a4d6f354c3004b1a3c4f1416a9753153bdf660a7c249b62db8663ec01cd7d7fb,28383e6bbd722ec6a26031f3bdd9c17a60aa48ecf22e808aa4f5b448452aa261,0xf54159ffa1b1c17117fa5c440f74671521eb74f7,0xc29cbd09cd20286d770df2afed648905361eeae4,83155643791123528545888271368970103667222416553800192242286164648782617698704,0,48.48,0.33936,0,buy,0.007
65901366,62952c09cb7bf9fca31a1be61fa725efcb686d6285ca6382daa5e3acab5305e7,c856e4a171fa28fe521d4bb0fb23857adaba6e97f6e7b31a944dd22ab286b26d,0x78a48eaafc82a6ec6d6e1f2786eddedc95ad26c5,0x959f35d398dd7e1fa33ef986d776472d7256851b,42732666566615324810487840547538773808217520832406624513917058955766826446525,0,1372.89,24.71202,0,buy,0.018
65901366,62952c09cb7bf9fca31a1be61fa725efcb686d6285ca6382daa5e3acab5305e7,1087920a1239fdf8c5b78e6e9961acda51289e9dde7726002bee56f78ff07cb2,0xa0ae3fbad8c2828c89f61defadada7da73528d52,0x959f35d398dd7e1fa33ef986d776472d7256851b,42732666566615324810487840547538773808217520832406624513917058955766826446525,0,4563.776665,82.147979,0,buy,0.017999999787456734
65901366,227d82523546498984c66274adfc0a34e79c1145f28a7c1443e0737194c35493,97ffe51eea8585b71b93cfa5c79eb67c7d87d6ed7411a85d421a1104315c3b0a,0x1806cdb735400039bd5492d2116ab6cb4996c983,0x7e9bd08a12045341f61dc4ae6f5bd9ba62e6a82b,0,81903344213938200361285862519406650037576398044514748634670292917494365866240,4.278,186.0,0,sell,0.022999999999999996
65901366,85a48ac06728f61a6e1fc104cfdf4ef66733167aa2739da15c7441ab5c165e40,92b462145f2a6522fdb7136a51f1942274a1f0b31fcbf9d7e257c75f6955aaf5,0x48e74b759a694d156eaf7c7e542094e0585d4641,0xc5afed855419efac880a35ef4ae6ddd125370dff,0,45714870634090908403813747458214625542376052548606303175331201110938821302832,66.96336,68.61,0,sell,0.976
65901366,f2b0f72195c2a458dbcb43a5b12a277261f903ace49b94e82e039d0cf82d7128,8d23c5cc2ee4ea47e190df4b2297be7daa42927d0259a515dc7c02ecb9a72c25,0xf54159ffa1b1c17117fa5c440f74671521eb74f7,0x4898028e31dc02dbfa1105c522ed92a7b4550158,0,20043121189468219599437255198027106640631597812114545269112896531495574826378,11.893158,1982.193,0,sell,0.006
65901366,fb72d24d7bd2c53f495b48370560157692b1cdb15fb3a33fa8f715d6acdd9fc2,2ba146de62b9edf21069b8102792600dcb406a448da010f9b82a1c918273d01a,0xf54159ffa1b1c17117fa5c440f74671521eb74f7,0x232080d0334c9ef5b4055538d82561581c166757,0,15392010570014294321481326327061868945420131405407343092798740122656658365604,0.156787,39.19675,0,sell,0.004
65901366,e850327313646441ab7da74ed3b51dd9efb69c08942e3dc7427f1bafbcf81e3c,97ffe51eea8585b71b93cfa5c79eb67c7d87d6ed7411a85d421a1104315c3b0a,0x1806cdb735400039bd5492d2116ab6cb4996c983,0xb4b37c141b6288ac734325c0f1e007f360aded8d,0,81903344213938200361285862519406650037576398044514748634670292917494365866240,3.059,133.0,0,sell,0.023
65901366,48162a58d2373b6e2425f0236f30aa38579e7c12f7bfb9de41aff05de44a5255,3584bc4d044205594552022c2fedfce5126c1ae711afb66701456de639fabf67,0x06d8ccd649cb820222f3b4a5d0391468d49aaba6,0x559ced9abc6a22169ca2dae544698e41852f14b1,83081225549464525786604921429823254061702747984805625369909547871933046013906,0,1439.76,11.51808,0,buy,0.008
65901366,48162a58d2373b6e2425f0236f30aa38579e7c12f7bfb9de41aff05de44a5255,bd44a0fd211820a82ce34fa3afb509194693d0d5b10b53dbfbcf4f2949e9750d,0xcefe4c13c3e6ead8eefc3bb74fc1a11ed3d55eb4,0x559ced9abc6a22169ca2dae544698e41852f14b1,83081225549464525786604921429823254061702747984805625369909547871933046013906,0,11048.99,88.39192,0,buy,0.008
65901366,5cd4b0e20a27de6b6f4c2c53da40283b3957a8170d5426c851dae180d077ae4f,166369408488f75d2cf772f9767e5420788b92998c2f133e366a0d85e0b3da7d,0xf54159ffa1b1c17117fa5c440f74671521eb74f7,0xcd5572285d460cea33577cb5ff6e48cba12fcac8,61939271262114556363537695428423148517366731065267198294068228704470357828885,0,65.53,0.39318,0,buy,0.005999999999999999
65901366,f9a580b7a9414ea696e9ec1f87ebf88c526e009a4c8e7eea46f84287772424b5,97ffe51eea8585b71b93cfa5c79eb67c7d87d6ed7411a85d421a1104315c3b0a,0x1806cdb735400039bd5492d2116ab6cb4996c983,0x4ccca264c0ac2f22d3f43d40597b6350afb5cfb1,0,81903344213938200361285862519406650037576398044514748634670292917494365866240,1.495,65.0,0,sell,0.023000000000000003
65901366,f9363bccd1a1967aaacb98cbde4ab00b21e72652cb3b7434f6726534d50639a6,508f336f2947cc08eb0714259236e8ea2c69468e907ee6abed5cd5e0e8273164,0xf54159ffa1b1c17117fa5c440f74671521eb74f7,0x984761f18cfd0c99f4f28e7c5fce7a125403f026,59719086471851132118057103160039200789268717383832814315021216098909788743101,0,2058.23,10.29115,0,buy,0.005
65901367,35064b58e757eb8ff47866bf7efff2da53d28585ad76582886a4162a998a48a3,6887dac98133384560c202c2857c438573819579f2b4b4601cde4047dfafa6b0,0x4b569e2f71e3824bcee805bd7b5f52e046371b38,0xb8e4ec60664fb8189907eb7f802c6234cd31864b,41073459029943859123185438891727304547067848932960600735506947104958616271122,0,9.8,9.5942,0,buy,0.979
